id	teruletid	novenyid	ev	termes
7403	322	6	2019	15
7404	322	4	2020	6
7405	322	11	2021	3
7406	322	10	2022	5
7407	323	2	2000	14
7408	323	11	2001	15
7409	323	4	2002	13
7410	323	12	2003	9
7411	323	1	2004	5
7412	323	2	2005	8
7413	323	12	2006	0
7414	323	1	2007	5
7415	323	3	2008	10
7416	323	3	2009	1
7417	323	3	2010	5
7418	323	2	2011	9
7419	323	2	2012	13
7420	323	2	2013	7
7421	323	12	2014	8
7422	323	8	2015	13
7423	323	5	2016	4
7424	323	2	2017	4
7425	323	5	2018	13
7426	323	8	2019	7
7427	323	1	2020	14
7428	323	8	2021	0
7429	323	2	2022	3
7430	324	4	2000	1
7431	324	13	2001	3
7432	324	8	2002	13
7433	324	8	2003	0
7434	324	6	2004	12
7435	324	2	2005	8
7436	324	9	2006	8
7437	324	6	2007	7
7438	324	10	2008	10
7439	324	6	2009	9
7440	324	5	2010	3
7441	324	10	2011	1
7442	324	2	2012	1
7443	324	3	2013	5
7444	324	4	2014	10
7445	324	7	2015	0
7446	324	12	2016	1
7447	324	5	2017	8
7448	324	7	2018	14
7449	324	3	2019	13
7450	324	13	2020	10
7451	324	10	2021	6
7452	324	8	2022	12
7453	325	6	2000	0
7454	325	1	2001	10
7455	325	11	2002	13
7456	325	13	2003	0
7457	325	13	2004	1
7458	325	9	2005	15
7459	325	6	2006	0
7460	325	4	2007	15
7461	325	8	2008	6
7462	325	13	2009	5
7463	325	7	2010	15
7464	325	8	2011	9
7465	325	7	2012	4
7466	325	9	2013	7
7467	325	5	2014	11
7468	325	11	2015	10
7469	325	2	2016	8
7470	325	1	2017	3
7471	325	5	2018	9
7472	325	5	2019	10
7473	325	13	2020	5
7474	325	9	2021	10
7475	325	4	2022	12
7476	326	7	2000	3
7477	326	9	2001	7
7478	326	5	2002	5
7479	326	1	2003	5
7480	326	5	2004	4
7481	326	11	2005	8
7482	326	3	2006	8
7483	326	3	2007	11
7484	326	2	2008	0
7485	326	11	2009	3
7486	326	10	2010	3
7487	326	8	2011	1
7488	326	10	2012	8
7489	326	11	2013	4
7490	326	9	2014	9
7491	326	11	2015	4
7492	326	8	2016	5
7493	326	12	2017	15
7494	326	4	2018	11
7495	326	8	2019	9
7496	326	11	2020	11
7497	326	6	2021	6
7498	326	11	2022	3
7499	327	12	2000	10
7500	327	12	2001	6
7501	327	10	2002	9
7502	327	12	2003	8
7503	327	11	2004	1
7504	327	7	2005	8
7505	327	13	2006	6
7506	327	11	2007	9
7507	327	5	2008	4
7508	327	3	2009	13
7509	327	5	2010	1
7510	327	2	2011	3
7511	327	10	2012	10
7512	327	7	2013	4
7513	327	5	2014	9
7514	327	2	2015	4
7515	327	6	2016	2
7516	327	9	2017	0
7517	327	13	2018	11
7518	327	4	2019	3
7519	327	10	2020	6
7520	327	1	2021	2
7521	327	13	2022	3
7522	328	1	2000	5
7523	328	12	2001	6
7524	328	4	2002	10
7525	328	9	2003	0
7526	328	5	2004	7
7527	328	2	2005	6
7528	328	3	2006	10
7529	328	8	2007	0
7530	328	13	2008	0
7531	328	7	2009	5
7532	328	8	2010	0
7533	328	12	2011	13
7534	328	2	2012	3
7535	328	6	2013	15
7536	328	2	2014	7
7537	328	6	2015	5
7538	328	6	2016	15
7539	328	1	2017	9
7540	328	9	2018	10
7541	328	3	2019	11
7542	328	13	2020	11
7543	328	7	2021	9
7544	328	1	2022	8
7545	329	6	2000	5
7546	329	11	2001	12
7547	329	9	2002	1
7548	329	8	2003	4
7549	329	5	2004	1
7550	329	8	2005	10
7551	329	11	2006	15
7552	329	2	2007	15
7553	329	4	2008	7
7554	329	12	2009	6
7555	329	2	2010	9
7556	329	13	2011	0
7557	329	5	2012	8
7558	329	1	2013	3
7559	329	12	2014	13
7560	329	13	2015	5
7561	329	8	2016	13
7562	329	7	2017	0
7563	329	13	2018	8
7564	329	1	2019	9
7565	329	7	2020	0
7566	329	1	2021	15
7567	329	1	2022	14
7568	330	3	2000	14
7569	330	4	2001	3
7570	330	3	2002	13
7571	330	9	2003	0
7572	330	3	2004	9
7573	330	8	2005	12
7574	330	13	2006	10
7575	330	6	2007	12
7576	330	2	2008	14
7577	330	4	2009	9
7578	330	1	2010	7
7579	330	13	2011	6
7580	330	13	2012	12
7581	330	4	2013	0
7582	330	9	2014	13
7583	330	4	2015	4
7584	330	6	2016	8
7585	330	11	2017	7
7586	330	4	2018	12
7587	330	5	2019	14
7588	330	10	2020	5
7589	330	11	2021	1
7590	330	2	2022	10
7591	331	8	2000	9
7592	331	6	2001	10
7593	331	8	2002	12
7594	331	2	2003	14
7595	331	10	2004	6
7596	331	3	2005	8
7597	331	5	2006	11
7598	331	5	2007	7
7599	331	8	2008	11
7600	331	8	2009	15
7601	331	5	2010	12
7602	331	11	2011	7
7603	331	10	2012	13
7604	331	11	2013	7
7605	331	11	2014	2
7606	331	5	2015	0
7607	331	7	2016	14
7608	331	12	2017	6
7609	331	2	2018	0
7610	331	3	2019	6
7611	331	13	2020	7
7612	331	1	2021	0
7613	331	2	2022	2
7614	332	7	2000	11
7615	332	2	2001	6
7616	332	11	2002	14
7617	332	13	2003	14
7618	332	4	2004	13
7619	332	5	2005	2
7620	332	6	2006	13
7621	332	3	2007	7
7622	332	2	2008	2
7623	332	3	2009	11
7624	332	4	2010	7
7625	332	1	2011	14
7626	332	13	2012	10
7627	332	2	2013	2
7628	332	2	2014	10
7629	332	10	2015	7
7630	332	7	2016	7
7631	332	5	2017	10
7632	332	13	2018	15
7633	332	13	2019	14
7634	332	13	2020	2
7635	332	12	2021	10
7636	332	10	2022	14
7637	333	7	2000	0
7638	333	6	2001	3
7639	333	12	2002	2
7640	333	4	2003	15
7641	333	9	2004	14
7642	333	11	2005	11
7643	333	12	2006	10
7644	333	4	2007	8
7645	333	6	2008	15
7646	333	12	2009	13
7647	333	5	2010	7
7648	333	6	2011	9
7649	333	7	2012	3
7650	333	1	2013	9
7651	333	1	2014	6
7652	333	1	2015	8
7653	333	12	2016	14
7654	333	11	2017	8
7655	333	1	2018	15
7656	333	4	2019	9
7657	333	13	2020	7
7658	333	5	2021	12
7659	333	8	2022	14
7660	334	11	2000	4
7661	334	9	2001	14
7662	334	3	2002	6
7663	334	5	2003	12
7664	334	11	2004	11
7665	334	4	2005	9
7666	334	12	2006	8
7667	334	13	2007	4
7668	334	3	2008	1
7669	334	8	2009	1
7670	334	10	2010	1
7671	334	4	2011	4
7672	334	4	2012	13
7673	334	1	2013	4
7674	334	7	2014	3
7675	334	11	2015	13
7676	334	2	2016	0
7677	334	7	2017	8
7678	334	13	2018	11
7679	334	5	2019	7
7680	334	7	2020	7
7681	334	12	2021	7
7682	334	9	2022	10
7683	335	12	2000	1
7684	335	2	2001	15
7685	335	1	2002	8
7686	335	11	2003	3
7687	335	8	2004	14
7688	335	9	2005	11
7689	335	11	2006	2
7690	335	13	2007	14
7691	335	3	2008	7
7692	335	4	2009	15
7693	335	4	2010	1
7694	335	6	2011	14
7695	335	6	2012	8
7696	335	10	2013	5
7697	335	5	2014	11
7698	335	3	2015	8
7699	335	10	2016	12
7700	335	4	2017	5
7701	335	8	2018	15
7702	335	13	2019	6
7703	335	5	2020	1
7704	335	7	2021	14
7705	335	8	2022	4
7706	336	2	2000	0
7707	336	9	2001	0
7708	336	13	2002	0
7709	336	4	2003	8
7710	336	7	2004	5
7711	336	4	2005	9
7712	336	4	2006	3
7713	336	10	2007	7
7714	336	9	2008	15
7715	336	7	2009	1
7716	336	8	2010	1
7717	336	4	2011	6
7718	336	3	2012	10
7719	336	1	2013	15
7720	336	3	2014	7
7721	336	13	2015	14
7722	336	6	2016	8
7723	336	9	2017	9
7724	336	7	2018	5
7725	336	11	2019	1
7726	336	3	2020	4
7727	336	3	2021	8
7728	336	3	2022	12
7729	337	5	2000	12
7730	337	2	2001	4
7731	337	12	2002	14
7732	337	7	2003	7
7733	337	12	2004	5
7734	337	4	2005	12
7735	337	1	2006	8
7736	337	12	2007	11
7737	337	6	2008	11
7738	337	11	2009	15
7739	337	8	2010	2
7740	337	10	2011	9
7741	337	12	2012	9
7742	337	10	2013	4
7743	337	12	2014	13
7744	337	4	2015	10
7745	337	13	2016	14
7746	337	4	2017	7
7747	337	5	2018	7
7748	337	7	2019	12
7749	337	13	2020	15
7750	337	9	2021	14
7751	337	10	2022	5
7752	338	2	2000	0
7753	338	9	2001	8
7754	338	2	2002	10
7755	338	13	2003	12
7756	338	12	2004	8
7757	338	4	2005	5
7758	338	13	2006	15
7759	338	8	2007	2
7760	338	8	2008	11
7761	338	12	2009	3
7762	338	5	2010	12
7763	338	6	2011	11
7764	338	11	2012	3
7765	338	7	2013	9
7766	338	10	2014	15
7767	338	11	2015	2
7768	338	10	2016	12
7769	338	8	2017	3
7770	338	5	2018	11
7771	338	11	2019	4
7772	338	11	2020	11
7773	338	13	2021	5
7774	338	13	2022	4
7775	339	8	2000	14
7776	339	12	2001	3
7777	339	11	2002	11
7778	339	4	2003	5
7779	339	8	2004	5
7780	339	5	2005	14
7781	339	7	2006	9
7782	339	1	2007	4
7783	339	12	2008	4
7784	339	7	2009	9
7785	339	12	2010	6
7786	339	9	2011	12
7787	339	4	2012	4
7788	339	8	2013	4
7789	339	1	2014	3
7790	339	7	2015	11
7791	339	9	2016	13
7792	339	10	2017	9
7793	339	5	2018	7
7794	339	2	2019	5
7795	339	8	2020	8
7796	339	9	2021	7
7797	339	2	2022	5
7798	340	2	2000	1
7799	340	2	2001	6
7800	340	7	2002	6
7801	340	9	2003	12
7802	340	8	2004	9
7803	340	12	2005	12
7804	340	10	2006	8
7805	340	11	2007	12
7806	340	11	2008	9
7807	340	1	2009	12
7808	340	6	2010	1
7809	340	11	2011	2
7810	340	13	2012	6
7811	340	3	2013	15
7812	340	6	2014	13
7813	340	9	2015	4
7814	340	2	2016	11
7815	340	4	2017	2
7816	340	13	2018	1
7817	340	2	2019	9
7818	340	5	2020	8
7819	340	2	2021	6
7820	340	1	2022	11
7821	341	9	2000	3
7822	341	8	2001	10
7823	341	7	2002	8
7824	341	8	2003	6
7825	341	1	2004	0
7826	341	1	2005	2
7827	341	11	2006	1
7828	341	13	2007	8
7829	341	5	2008	12
7830	341	2	2009	8
7831	341	12	2010	3
7832	341	12	2011	5
7833	341	2	2012	15
7834	341	10	2013	5
7835	341	6	2014	14
7836	341	6	2015	0
7837	341	2	2016	14
7838	341	10	2017	3
7839	341	2	2018	1
7840	341	12	2019	6
7841	341	2	2020	0
7842	341	2	2021	8
7843	341	7	2022	12
7844	342	10	2000	4
7845	342	12	2001	13
7846	342	3	2002	14
7847	342	5	2003	2
7848	342	4	2004	15
7849	342	13	2005	13
7850	342	6	2006	8
7851	342	1	2007	12
7852	342	11	2008	15
7853	342	9	2009	0
7854	342	7	2010	6
7855	342	2	2011	14
7856	342	13	2012	9
7857	342	13	2013	4
7858	342	7	2014	3
7859	342	3	2015	9
7860	342	13	2016	7
7861	342	4	2017	11
7862	342	12	2018	13
7863	342	4	2019	5
7864	342	12	2020	6
7865	342	5	2021	15
7866	342	6	2022	10
7867	343	12	2000	13
7868	343	8	2001	3
7869	343	10	2002	2
7870	343	7	2003	4
7871	343	10	2004	9
7872	343	6	2005	12
7873	343	12	2006	11
7874	343	5	2007	6
7875	343	2	2008	11
7876	343	11	2009	10
7877	343	3	2010	3
7878	343	12	2011	8
7879	343	6	2012	4
7880	343	12	2013	9
7881	343	10	2014	11
7882	343	3	2015	5
7883	343	9	2016	7
7884	343	12	2017	11
7885	343	10	2018	10
7886	343	8	2019	4
7887	343	4	2020	8
7888	343	9	2021	0
7889	343	10	2022	6
7890	344	7	2000	0
7891	344	5	2001	3
7892	344	1	2002	15
7893	344	9	2003	8
7894	344	9	2004	4
7895	344	11	2005	15
7896	344	8	2006	10
7897	344	9	2007	1
7898	344	6	2008	7
7899	344	10	2009	15
7900	344	5	2010	4
7901	344	11	2011	9
7902	344	5	2012	3
7903	344	9	2013	13
7904	344	9	2014	6
7905	344	12	2015	8
7906	344	1	2016	13
7907	344	13	2017	1
7908	344	5	2018	7
7909	344	4	2019	3
7910	344	5	2020	10
7911	344	12	2021	4
7912	344	5	2022	11
7913	345	5	2000	9
7914	345	7	2001	1
7915	345	11	2002	5
7916	345	3	2003	3
7917	345	11	2004	8
7918	345	11	2005	13
7919	345	1	2006	1
7920	345	13	2007	1
7921	345	10	2008	13
7922	345	4	2009	11
7923	345	8	2010	3
7924	345	12	2011	10
7925	345	6	2012	14
7926	345	13	2013	8
7927	345	10	2014	2
7928	345	13	2015	1
7929	345	8	2016	13
7930	345	2	2017	1
7931	345	4	2018	13
7932	345	11	2019	12
7933	345	10	2020	15
7934	345	9	2021	4
7935	345	5	2022	11
7936	346	2	2000	2
7937	346	7	2001	3
7938	346	8	2002	7
7939	346	8	2003	6
7940	346	12	2004	7
7941	346	6	2005	3
7942	346	1	2006	11
7943	346	12	2007	2
7944	346	13	2008	7
7945	346	7	2009	8
7946	346	12	2010	15
7947	346	8	2011	10
7948	346	7	2012	11
7949	346	5	2013	13
7950	346	7	2014	2
7951	346	5	2015	13
7952	346	10	2016	1
7953	346	9	2017	12
7954	346	6	2018	15
7955	346	11	2019	13
7956	346	13	2020	10
7957	346	11	2021	15
7958	346	5	2022	6
7959	347	8	2000	10
7960	347	2	2001	4
7961	347	12	2002	11
7962	347	1	2003	6
7963	347	1	2004	12
7964	347	11	2005	2
7965	347	13	2006	5
7966	347	7	2007	0
7967	347	7	2008	14
7968	347	6	2009	9
7969	347	5	2010	7
7970	347	8	2011	9
7971	347	1	2012	3
7972	347	8	2013	4
7973	347	6	2014	7
7974	347	7	2015	15
7975	347	7	2016	15
7976	347	6	2017	11
7977	347	9	2018	8
7978	347	10	2019	6
7979	347	13	2020	1
7980	347	13	2021	4
7981	347	3	2022	1
7982	348	9	2000	13
7983	348	5	2001	10
7984	348	13	2002	10
7985	348	11	2003	11
7986	348	5	2004	0
7987	348	13	2005	5
7988	348	5	2006	9
7989	348	10	2007	9
7990	348	13	2008	0
7991	348	8	2009	8
7992	348	6	2010	1
7993	348	4	2011	9
7994	348	7	2012	3
7995	348	8	2013	10
7996	348	1	2014	10
7997	348	7	2015	10
7998	348	3	2016	10
7999	348	10	2017	9
8000	348	9	2018	7
8001	348	11	2019	4
8002	348	10	2020	4
8003	348	1	2021	7
8004	348	5	2022	0
8005	349	2	2000	8
8006	349	5	2001	7
8007	349	1	2002	1
8008	349	3	2003	12
8009	349	3	2004	0
8010	349	11	2005	2
8011	349	7	2006	7
8012	349	11	2007	5
8013	349	6	2008	5
8014	349	8	2009	2
8015	349	11	2010	4
8016	349	10	2011	11
8017	349	10	2012	13
8018	349	4	2013	3
8019	349	8	2014	0
8020	349	9	2015	15
8021	349	9	2016	2
8022	349	6	2017	2
8023	349	12	2018	13
8024	349	8	2019	9
8025	349	4	2020	14
8026	349	5	2021	5
8027	349	13	2022	0
8028	350	9	2000	1
8029	350	10	2001	1
8030	350	5	2002	8
8031	350	3	2003	1
8032	350	13	2004	3
8033	350	3	2005	0
8034	350	13	2006	12
8035	350	12	2007	13
8036	350	7	2008	4
8037	350	6	2009	0
8038	350	9	2010	2
8039	350	6	2011	5
8040	350	5	2012	5
8041	350	2	2013	3
8042	350	11	2014	3
8043	350	10	2015	14
8044	350	3	2016	3
8045	350	12	2017	14
8046	350	3	2018	0
8047	350	7	2019	15
8048	350	11	2020	0
8049	350	2	2021	10
8050	350	2	2022	5
8051	351	7	2000	10
8052	351	10	2001	7
8053	351	10	2002	5
8054	351	13	2003	9
8055	351	4	2004	1
8056	351	2	2005	8
8057	351	13	2006	9
8058	351	7	2007	13
8059	351	1	2008	9
8060	351	13	2009	11
8061	351	9	2010	1
8062	351	10	2011	9
8063	351	3	2012	9
8064	351	8	2013	7
8065	351	11	2014	7
8066	351	5	2015	13
8067	351	11	2016	3
8068	351	5	2017	11
8069	351	13	2018	14
8070	351	5	2019	3
8071	351	10	2020	9
8072	351	5	2021	11
8073	351	3	2022	4
8074	352	1	2000	14
8075	352	3	2001	13
8076	352	1	2002	6
8077	352	11	2003	0
8078	352	9	2004	0
8079	352	13	2005	2
8080	352	3	2006	13
8081	352	9	2007	14
8082	352	8	2008	10
8083	352	5	2009	4
8084	352	5	2010	13
8085	352	13	2011	4
8086	352	3	2012	8
8087	352	7	2013	12
8088	352	5	2014	3
8089	352	4	2015	5
8090	352	8	2016	9
8091	352	11	2017	15
8092	352	7	2018	7
8093	352	5	2019	10
8094	352	7	2020	8
8095	352	9	2021	4
8096	352	11	2022	0
8097	353	6	2000	0
8098	353	8	2001	7
8099	353	1	2002	12
8100	353	4	2003	14
8101	353	13	2004	2
8102	353	12	2005	14
8103	353	4	2006	2
8104	353	3	2007	7
8105	353	6	2008	2
8106	353	8	2009	1
8107	353	2	2010	9
8108	353	13	2011	1
8109	353	3	2012	3
8110	353	11	2013	8
8111	353	3	2014	12
8112	353	10	2015	7
8113	353	4	2016	1
8114	353	13	2017	14
8115	353	1	2018	0
8116	353	12	2019	0
8117	353	8	2020	3
8118	353	5	2021	10
8119	353	10	2022	0
8120	354	7	2000	6
8121	354	7	2001	10
8122	354	6	2002	0
8123	354	7	2003	0
8124	354	3	2004	6
8125	354	10	2005	3
8126	354	3	2006	15
8127	354	2	2007	6
8128	354	3	2008	9
8129	354	2	2009	9
8130	354	2	2010	3
8131	354	12	2011	13
8132	354	5	2012	10
8133	354	7	2013	14
8134	354	1	2014	0
8135	354	10	2015	2
8136	354	11	2016	0
8137	354	1	2017	4
8138	354	9	2018	9
8139	354	13	2019	0
8140	354	12	2020	12
8141	354	11	2021	0
8142	354	12	2022	10
8143	355	11	2000	13
8144	355	2	2001	13
8145	355	7	2002	15
8146	355	11	2003	1
8147	355	10	2004	14
8148	355	2	2005	2
8149	355	9	2006	1
8150	355	3	2007	15
8151	355	8	2008	4
8152	355	8	2009	10
8153	355	5	2010	6
8154	355	10	2011	11
8155	355	7	2012	14
8156	355	1	2013	12
8157	355	3	2014	7
8158	355	3	2015	3
8159	355	8	2016	14
8160	355	11	2017	15
8161	355	1	2018	11
8162	355	11	2019	6
8163	355	12	2020	10
8164	355	10	2021	3
8165	355	13	2022	10
8166	356	9	2000	0
8167	356	2	2001	6
8168	356	1	2002	5
8169	356	7	2003	7
8170	356	8	2004	6
8171	356	13	2005	14
8172	356	8	2006	14
8173	356	2	2007	15
8174	356	1	2008	9
8175	356	12	2009	10
8176	356	6	2010	15
8177	356	8	2011	12
8178	356	5	2012	5
8179	356	12	2013	3
8180	356	13	2014	6
8181	356	2	2015	3
8182	356	10	2016	7
8183	356	4	2017	12
8184	356	12	2018	15
8185	356	1	2019	12
8186	356	10	2020	3
8187	356	3	2021	15
8188	356	6	2022	14
8189	357	8	2000	11
8190	357	4	2001	7
8191	357	2	2002	8
8192	357	7	2003	4
8193	357	8	2004	15
8194	357	12	2005	8
8195	357	1	2006	9
8196	357	13	2007	9
8197	357	4	2008	4
8198	357	1	2009	5
8199	357	1	2010	15
8200	357	7	2011	4
8201	357	3	2012	11
8202	357	2	2013	12
8203	357	5	2014	1
8204	357	4	2015	8
8205	357	9	2016	8
8206	357	1	2017	3
8207	357	2	2018	1
8208	357	10	2019	14
8209	357	4	2020	12
8210	357	6	2021	3
8211	357	5	2022	11
8212	358	7	2000	6
8213	358	10	2001	7
8214	358	11	2002	2
8215	358	9	2003	5
8216	358	7	2004	1
8217	358	11	2005	14
8218	358	1	2006	7
8219	358	3	2007	8
8220	358	11	2008	5
8221	358	10	2009	4
8222	358	3	2010	15
8223	358	5	2011	4
8224	358	4	2012	2
8225	358	2	2013	1
8226	358	2	2014	12
8227	358	12	2015	1
8228	358	7	2016	1
8229	358	13	2017	8
8230	358	4	2018	9
8231	358	2	2019	11
8232	358	9	2020	10
8233	358	9	2021	12
8234	358	12	2022	10
8235	359	7	2000	4
8236	359	3	2001	5
8237	359	9	2002	2
8238	359	3	2003	9
8239	359	1	2004	13
8240	359	3	2005	1
8241	359	1	2006	13
8242	359	11	2007	7
8243	359	8	2008	6
8244	359	12	2009	2
8245	359	6	2010	7
8246	359	11	2011	14
8247	359	4	2012	1
8248	359	8	2013	4
8249	359	11	2014	3
8250	359	10	2015	14
8251	359	11	2016	11
8252	359	13	2017	15
8253	359	1	2018	11
8254	359	1	2019	10
8255	359	3	2020	12
8256	359	11	2021	11
8257	359	13	2022	7
8258	360	3	2000	9
8259	360	12	2001	15
8260	360	11	2002	0
8261	360	7	2003	0
8262	360	5	2004	2
8263	360	9	2005	1
8264	360	9	2006	7
8265	360	3	2007	5
8266	360	6	2008	15
8267	360	11	2009	15
8268	360	10	2010	12
8269	360	1	2011	6
8270	360	1	2012	12
8271	360	1	2013	11
8272	360	3	2014	15
8273	360	4	2015	8
8274	360	11	2016	3
8275	360	2	2017	3
8276	360	6	2018	8
8277	360	9	2019	13
8278	360	7	2020	11
8279	360	2	2021	13
8280	360	4	2022	11
8281	361	9	2000	0
8282	361	8	2001	6
8283	361	1	2002	6
8284	361	5	2003	6
8285	361	2	2004	2
8286	361	13	2005	11
8287	361	1	2006	6
8288	361	3	2007	8
8289	361	3	2008	10
8290	361	4	2009	13
8291	361	12	2010	5
8292	361	2	2011	12
8293	361	13	2012	6
8294	361	10	2013	12
8295	361	2	2014	1
8296	361	10	2015	8
8297	361	6	2016	1
8298	361	1	2017	5
8299	361	8	2018	14
8300	361	2	2019	6
8301	361	13	2020	7
8302	361	1	2021	10
8303	361	12	2022	15
8304	362	3	2000	9
8305	362	7	2001	11
8306	362	12	2002	15
8307	362	8	2003	4
8308	362	1	2004	10
8309	362	7	2005	9
8310	362	12	2006	8
8311	362	6	2007	12
8312	362	1	2008	2
8313	362	10	2009	5
8314	362	3	2010	13
8315	362	5	2011	9
8316	362	5	2012	14
8317	362	8	2013	5
8318	362	9	2014	9
8319	362	10	2015	10
8320	362	9	2016	10
8321	362	2	2017	15
8322	362	7	2018	10
8323	362	3	2019	4
8324	362	12	2020	13
8325	362	11	2021	9
8326	362	11	2022	11
8327	363	11	2000	8
8328	363	9	2001	12
8329	363	3	2002	3
8330	363	12	2003	5
8331	363	9	2004	7
8332	363	10	2005	5
8333	363	1	2006	5
8334	363	2	2007	3
8335	363	11	2008	7
8336	363	3	2009	14
8337	363	9	2010	12
8338	363	12	2011	10
8339	363	12	2012	7
8340	363	9	2013	13
8341	363	10	2014	13
8342	363	7	2015	15
8343	363	7	2016	14
8344	363	6	2017	0
8345	363	4	2018	5
8346	363	5	2019	12
8347	363	6	2020	11
8348	363	2	2021	11
8349	363	5	2022	4
8350	364	13	2000	10
8351	364	1	2001	13
8352	364	4	2002	13
8353	364	8	2003	4
8354	364	11	2004	5
8355	364	11	2005	7
8356	364	5	2006	14
8357	364	9	2007	14
8358	364	5	2008	1
8359	364	9	2009	6
8360	364	3	2010	8
8361	364	7	2011	5
8362	364	6	2012	14
8363	364	6	2013	13
8364	364	1	2014	6
8365	364	1	2015	2
8366	364	11	2016	1
8367	364	3	2017	10
8368	364	12	2018	15
8369	364	9	2019	3
8370	364	11	2020	5
8371	364	8	2021	3
8372	364	9	2022	9
8373	365	11	2000	2
8374	365	3	2001	4
8375	365	4	2002	1
8376	365	1	2003	12
8377	365	13	2004	10
8378	365	2	2005	14
8379	365	3	2006	0
8380	365	8	2007	4
8381	365	8	2008	13
8382	365	1	2009	2
8383	365	4	2010	2
8384	365	4	2011	2
8385	365	7	2012	7
8386	365	4	2013	14
8387	365	2	2014	11
8388	365	5	2015	8
8389	365	8	2016	0
8390	365	6	2017	6
8391	365	9	2018	8
8392	365	3	2019	0
8393	365	9	2020	14
8394	365	7	2021	8
8395	365	12	2022	5
8396	366	12	2000	11
8397	366	12	2001	2
8398	366	3	2002	8
8399	366	8	2003	7
8400	366	10	2004	1
8401	366	13	2005	11
8402	366	4	2006	9
8403	366	4	2007	8
8404	366	10	2008	4
8405	366	9	2009	9
8406	366	11	2010	2
8407	366	12	2011	8
8408	366	1	2012	8
8409	366	3	2013	13
8410	366	6	2014	0
8411	366	5	2015	8
8412	366	9	2016	4
8413	366	7	2017	14
8414	366	7	2018	7
8415	366	13	2019	6
8416	366	13	2020	10
8417	366	4	2021	14
8418	366	6	2022	11
8419	367	12	2000	11
8420	367	10	2001	10
8421	367	9	2002	11
8422	367	5	2003	12
8423	367	12	2004	11
8424	367	5	2005	2
8425	367	9	2006	4
8426	367	5	2007	8
8427	367	11	2008	11
8428	367	5	2009	7
8429	367	4	2010	11
8430	367	6	2011	8
8431	367	12	2012	2
8432	367	5	2013	3
8433	367	13	2014	10
8434	367	12	2015	11
8435	367	13	2016	6
8436	367	2	2017	7
8437	367	7	2018	13
8438	367	12	2019	11
8439	367	9	2020	11
8440	367	8	2021	15
8441	367	12	2022	14
8442	368	4	2000	9
8443	368	4	2001	14
8444	368	10	2002	7
8445	368	11	2003	13
8446	368	5	2004	6
8447	368	1	2005	6
8448	368	3	2006	9
8449	368	7	2007	3
8450	368	9	2008	12
8451	368	12	2009	8
8452	368	10	2010	10
8453	368	11	2011	13
8454	368	9	2012	12
8455	368	4	2013	9
8456	368	12	2014	2
8457	368	6	2015	15
8458	368	6	2016	13
8459	368	11	2017	4
8460	368	7	2018	9
8461	368	8	2019	13
8462	368	12	2020	14
8463	368	7	2021	8
8464	368	3	2022	3
8465	369	6	2000	5
8466	369	13	2001	4
8467	369	3	2002	3
8468	369	3	2003	6
8469	369	8	2004	6
8470	369	2	2005	2
8471	369	9	2006	8
8472	369	6	2007	7
8473	369	6	2008	1
8474	369	7	2009	8
8475	369	12	2010	14
8476	369	3	2011	4
8477	369	5	2012	8
8478	369	11	2013	5
8479	369	3	2014	3
8480	369	2	2015	8
8481	369	5	2016	10
8482	369	12	2017	7
8483	369	12	2018	13
8484	369	4	2019	2
8485	369	5	2020	4
8486	369	4	2021	1
8487	369	3	2022	6
8488	370	8	2000	13
8489	370	8	2001	10
8490	370	5	2002	0
8491	370	12	2003	9
8492	370	7	2004	2
8493	370	1	2005	12
8494	370	13	2006	14
8495	370	3	2007	1
8496	370	7	2008	3
8497	370	3	2009	10
8498	370	12	2010	6
8499	370	11	2011	13
8500	370	8	2012	2
8501	370	6	2013	1
8502	370	3	2014	11
8503	370	4	2015	2
8504	370	8	2016	7
8505	370	7	2017	13
8506	370	3	2018	12
8507	370	1	2019	8
8508	370	8	2020	7
8509	370	1	2021	14
8510	370	7	2022	15
8511	371	5	2000	12
8512	371	12	2001	1
8513	371	11	2002	5
8514	371	3	2003	11
8515	371	1	2004	4
8516	371	10	2005	13
8517	371	10	2006	6
8518	371	13	2007	1
8519	371	12	2008	3
8520	371	11	2009	0
8521	371	10	2010	8
8522	371	6	2011	9
